COORDINADOR,,BARRANCABERMEJA,0,BARD4000444AS08,
COORDINADOR,,POPAYAN,0,POPD300031CO01,
ADMINISTRADOR,,UNICO,0,CALD300439AD01,
COORDINADOR,,UNICO,0,RCALD300439CO01,
"MOD 02",,UNICO,0,RCALD300439AS02,
"MOD 06",,UNICO,0,RCALD300439AS06,
"MOD 07",,UNICO,0,CALL3000439AS07,
BODEGA,,UNICO,0,RCALL300439BO01,
ADMINISTRADOR,,CENTRO,0,BUCD4000506AD01,
COORDINADOR,,CENTRO,0,BUCDKCONTRERAS,
MOD-10,,CENTRO,0,RBUCL4000506VO01,
MOD-02,,CANAVERAL,0,BUCD4000024AS08,
"GENIUS BAR",,CANAVERAL,0,BUCDDPINEDA,
COORDINADOR,,CANAVERAL,0,BUCD4000024AD01,
ADMINISTRADOR,,CANAVERAL,0,BUCLJBALLEN,
BODEGA,,CANAVERAL,0,RBUCD400024BO01,
CAJA,,CANAVERAL,0,RBUCD400024CJ01,
"Mod 02",,"TIGO DE LA CUESTA",2012,10.77.20.11,
"Caja 01",,"TIGO DE LA CUESTA",2012,10.77.20.15,
"Mod 01",,"TIGO DE LA CUESTA",2012,RBUCLMARROYAVE,
"Mod 03",,"TIGO DE LA CUESTA",2012,RBUCLCMARTINEZ,
"Mod 05",,"TIGO DE LA CUESTA",2012,RBUCLSOSORIO,
RBUCLJMEJIA,,"TIGO DE LA CUESTA",2012,RBUCLJMEJIA,
"Mod 04",,"TIGO DE LA CUESTA",2012,10.77.20.26,
"Mod 16",,"UNICENTRO CALI",0,RCALD300468AS16,
"Mod 05",,"UNICENTRO CALI",0,RCALD300468AS05,
"Mod 07",,"UNICENTRO CALI",0,RCALD300468AS07,
MEGAMAL-03,,MEGAMALL,2012,BUCL4000464AS02,
anantes-651-1-49-net,,CANAVERAL,2012,10.72.24.10,
anantes-651-1-49-net[8],,CANAVERAL,2012,10.72.24.12,
anantes-651-1-49-net[3],,CANAVERAL,2012,10.72.24.13,
anantes-651-1-49-net[6],,CANAVERAL,2012,10.72.24.16,
anantes-651-1-49-net[7],,CANAVERAL,2012,10.72.24.24,
anantes-651-1-49-net[4],,CANAVERAL,2012,10.72.24.26,
anantes-651-1-49-net[5],,CANAVERAL,2012,10.72.24.29,
anantes-651-1-49-net[2],,CANAVERAL,2012,10.72.24.34,
"Mod 08",,IPIALES,2012,PASL3000524AS08,
"MOd 05",,IPIALES,2012,PASL3000524AS05,
"Mod 03",,IPIALES,2012,PASL3000524AS03,
"Mod 04",,IPIALES,2012,PASL3000524AS04,
"Mod 06",,IPIALES,2012,PASL3000524AS06,
"Mod 01",,IPIALES,2012,PASLEMONTENEGRO,
"Bodega 01",,IPIALES,2012,PASL3000524BO01,
"Caja 01",,IPIALES,2012,PASD3000524CJ01,
"Mod 07",,IPIALES,2012,PASL3000524AS07,
